member_id,group_name,member_name,search_hint,include_terms,exclude_terms
ohmygirl__yooa,OH MY GIRL,YooA,"""오마이걸"" 유아",,
ohmygirl__seunghee,OH MY GIRL,Seunghee,"""오마이걸"" 승희",,
ohmygirl__yubin,OH MY GIRL,Yubin,"""오마이걸"" 유빈",,
ohmygirl__arin,OH MY GIRL,Arin,"""오마이걸"" 아린",,
ohmygirl__jiho,OH MY GIRL,Jiho,"""오마이걸"" 지호",,
katseye__sophia,KATSEYE,Sophia,"""KATSEYE"" Sophia Laforteza",KATSEYE|Sophia|소피아,
katseye__lara,KATSEYE,Lara,"""KATSEYE"" Lara Raj",KATSEYE|Lara|라라,
katseye__daniela,KATSEYE,Daniela,"""KATSEYE"" Daniela Avanzini",KATSEYE|Daniela|다니엘라,
katseye__megan,KATSEYE,Megan,"""KATSEYE"" Megan Skiendiel",KATSEYE|Megan|메간,
katseye__manon,KATSEYE,Manon,"""KATSEYE"" Manon Bannerman",KATSEYE|Manon|마논,
aoen__yuju,aoen,Yuju,"""aoen"" Yuju",aoen|Yuju|유주,여자친구|GFRIEND|최유나
aoen__ruka,aoen,Ruka,"""aoen"" Ruka",aoen|Ruka|루카,
aoen__gaku,aoen,Gaku,"""aoen"" Gaku",aoen|Gaku|가쿠,
aoen__hikaru,aoen,Hikaru,"""aoen"" Hikaru",aoen|Hikaru|히카루,AAA|Kis-My-Ft2
aoen__sota,aoen,Sota,"""aoen"" Sota",aoen|Sota|소타,BE:FIRST
aoen__kyosuke,aoen,Kyosuke,"""aoen"" Kyosuke",aoen|Kyosuke|쿄스케,
aoen__reo,aoen,Reo,"""aoen"" Reo",aoen|Reo|레오,
santos_bravos__alejandro,SANTOS BRAVOS,Alejandro,"""Santos Bravos"" Alejandro Aramburu",Santos Bravos|Alejandro Aramburu,
santos_bravos__drew,SANTOS BRAVOS,Drew,"""Santos Bravos"" Drew Venegas",Santos Bravos|Drew Venegas,
santos_bravos__gabi,SANTOS BRAVOS,Gabi,"""Santos Bravos"" Gabi Bermudez",Santos Bravos|Gabi Bermudez,
santos_bravos__kaue,SANTOS BRAVOS,Kaue,"""Santos Bravos"" Kaue Penna",Santos Bravos|Kaue Penna,
santos_bravos__kenneth,SANTOS BRAVOS,Kenneth,"""Santos Bravos"" Kenneth Lavill",Santos Bravos|Kenneth Lavill,
vixx__n,VIXX,N,"""빅스"" 엔",VIXX|빅스,
vixx__leo,VIXX,Leo,"""빅스"" 레오",VIXX|빅스,
vixx__ken,VIXX,Ken,"""빅스"" 켄",VIXX|빅스,
vixx__hyuk,VIXX,Hyuk,"""빅스"" 혁",VIXX|빅스,
day6__sungjin,DAY6,Sungjin,"""데이식스"" 성진",DAY6|데이식스,
day6__young_k,DAY6,Young K,"""데이식스"" 영케이",DAY6|데이식스,
day6__wonpil,DAY6,Wonpil,"""데이식스"" 원필",DAY6|데이식스,
day6__dowoon,DAY6,Dowoon,"""데이식스"" 도운",DAY6|데이식스,
n_flying__seunghyub,N.Flying,Seunghyub,"""엔플라잉"" 이승협",N.Flying|엔플라잉,
n_flying__hun,N.Flying,Hun,"""엔플라잉"" 차훈",N.Flying|엔플라잉,
n_flying__jaehyun,N.Flying,Jaehyun,"""엔플라잉"" 김재현",N.Flying|엔플라잉,
n_flying__hweseung,N.Flying,Hweseung,"""엔플라잉"" 유회승",N.Flying|엔플라잉,
n_flying__dongsung,N.Flying,Dongsung,"""엔플라잉"" 서동성",N.Flying|엔플라잉,
exid__solji,EXID,Solji,"""이엑스아이디"" 솔지",EXID|이엑스아이디,
exid__elly,EXID,Elly,"""이엑스아이디"" 엘리",EXID|이엑스아이디,
exid__hani,EXID,Hani,"""이엑스아이디"" 하니",EXID|이엑스아이디,
exid__hyelin,EXID,Hyelin,"""이엑스아이디"" 혜린",EXID|이엑스아이디,
exid__jeonghwa,EXID,Jeonghwa,"""이엑스아이디"" 정화",EXID|이엑스아이디,
ladies_code__ashley,Ladies' Code,Ashley,"""레이디스 코드"" 애슐리",Ladies' Code|Ladies Code|레이디스 코드|레이디스코드,
ladies_code__sojung,Ladies' Code,Sojung,"""레이디스 코드"" 소정",Ladies' Code|Ladies Code|레이디스 코드|레이디스코드,
ladies_code__zuny,Ladies' Code,Zuny,"""레이디스 코드"" 주니",Ladies' Code|Ladies Code|레이디스 코드|레이디스코드,
lovelyz__baby_soul,Lovelyz,Baby Soul,"""러블리즈"" 베이비소울",Lovelyz|러블리즈,
lovelyz__jiae,Lovelyz,Jiae,"""러블리즈"" 지애",Lovelyz|러블리즈,
lovelyz__jisoo,Lovelyz,Jisoo,"""러블리즈"" 지수",Lovelyz|러블리즈,
lovelyz__mijoo,Lovelyz,Mijoo,"""러블리즈"" 미주",Lovelyz|러블리즈,
lovelyz__kei,Lovelyz,Kei,"""러블리즈"" 케이",Lovelyz|러블리즈,
lovelyz__jin,Lovelyz,Jin,"""러블리즈"" 진",Lovelyz|러블리즈,
lovelyz__sujeong,Lovelyz,Sujeong,"""러블리즈"" 수정",Lovelyz|러블리즈,
lovelyz__yein,Lovelyz,Yein,"""러블리즈"" 예인",Lovelyz|러블리즈,
gfriend__sowon,GFRIEND,Sowon,"""여자친구"" 소원",GFRIEND|여자친구,
gfriend__yerin,GFRIEND,Yerin,"""여자친구"" 예린",GFRIEND|여자친구,
gfriend__eunha,GFRIEND,Eunha,"""여자친구"" 은하",GFRIEND|여자친구,
gfriend__yuju,GFRIEND,Yuju,"""여자친구"" 유주",GFRIEND|여자친구,
gfriend__sinb,GFRIEND,SinB,"""여자친구"" 신비",GFRIEND|여자친구,
gfriend__umji,GFRIEND,Umji,"""여자친구"" 엄지",GFRIEND|여자친구,
bbgirls__minyoung,BBGIRLS,Minyoung,"""브브걸"" 민영",BBGIRLS|BB Girls|Brave Girls|브브걸|브레이브걸스,
bbgirls__eunji,BBGIRLS,Eunji,"""브브걸"" 은지",BBGIRLS|BB Girls|Brave Girls|브브걸|브레이브걸스,
bbgirls__yuna,BBGIRLS,Yuna,"""브브걸"" 유나",BBGIRLS|BB Girls|Brave Girls|브브걸|브레이브걸스,
wjsn__seola,WJSN,Seola,"""우주소녀"" 설아",WJSN|우주소녀|Cosmic Girls,
wjsn__bona,WJSN,Bona,"""우주소녀"" 보나",WJSN|우주소녀|Cosmic Girls,
wjsn__exy,WJSN,Exy,"""우주소녀"" 엑시",WJSN|우주소녀|Cosmic Girls,
wjsn__soobin,WJSN,Soobin,"""우주소녀"" 수빈",WJSN|우주소녀|Cosmic Girls,
wjsn__luda,WJSN,Luda,"""우주소녀"" 루다",WJSN|우주소녀|Cosmic Girls,
wjsn__dawon,WJSN,Dawon,"""우주소녀"" 다원",WJSN|우주소녀|Cosmic Girls,
wjsn__eunseo,WJSN,Eunseo,"""우주소녀"" 은서",WJSN|우주소녀|Cosmic Girls,
wjsn__yeoreum,WJSN,Yeoreum,"""우주소녀"" 여름",WJSN|우주소녀|Cosmic Girls,
wjsn__dayoung,WJSN,Dayoung,"""우주소녀"" 다영",WJSN|우주소녀|Cosmic Girls,
wjsn__yeonjung,WJSN,Yeonjung,"""우주소녀"" 연정",WJSN|우주소녀|Cosmic Girls,
momoland__hyebin,MOMOLAND,Hyebin,"""모모랜드"" 혜빈",MOMOLAND|모모랜드,
momoland__jane,MOMOLAND,Jane,"""모모랜드"" 제인",MOMOLAND|모모랜드,
momoland__nayun,MOMOLAND,Nayun,"""모모랜드"" 나윤",MOMOLAND|모모랜드,
momoland__jooe,MOMOLAND,JooE,"""모모랜드"" 주이",MOMOLAND|모모랜드,
momoland__ahin,MOMOLAND,Ahin,"""모모랜드"" 아인",MOMOLAND|모모랜드,
momoland__nancy,MOMOLAND,Nancy,"""모모랜드"" 낸시",MOMOLAND|모모랜드,
b_a_p__yongguk,B.A.P,Yongguk,"""비에이피"" 방용국",B.A.P|BAP|비에이피,
b_a_p__daehyun,B.A.P,Daehyun,"""비에이피"" 정대현",B.A.P|BAP|비에이피,
b_a_p__youngjae,B.A.P,Youngjae,"""비에이피"" 유영재",B.A.P|BAP|비에이피,
b_a_p__jongup,B.A.P,Jongup,"""비에이피"" 문종업",B.A.P|BAP|비에이피,
b_a_p__zelo,B.A.P,Zelo,"""비에이피"" 젤로",B.A.P|BAP|비에이피,
allday_project__annie,ALLDAY PROJECT,Annie,"""올데이 프로젝트"" 애니",ALLDAY PROJECT|올데이 프로젝트|애니,
allday_project__tarzzan,ALLDAY PROJECT,Tarzzan,"""올데이 프로젝트"" 타잔",ALLDAY PROJECT|올데이 프로젝트|Tarzzan|타잔,
allday_project__bailey,ALLDAY PROJECT,Bailey,"""올데이 프로젝트"" 베일리",ALLDAY PROJECT|올데이 프로젝트|Bailey|베일리,
allday_project__woochan,ALLDAY PROJECT,Woochan,"""올데이 프로젝트"" 우찬",ALLDAY PROJECT|올데이 프로젝트|우찬,
allday_project__youngseo,ALLDAY PROJECT,Youngseo,"""올데이 프로젝트"" 영서",ALLDAY PROJECT|올데이 프로젝트|영서,
